Origin,Destination,Airline name,Flight_code,Stops,Travel_date,Departure_time,Arrival_time,Duration,Fare,Base price,GST,Currency,Seats_left,Scraped_at time,Source
New Delhi,Mumbai,AkasaAir,QP-1820,Nonstop,2026-09-26,17:30,19:50,02h 20m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1836,Nonstop,2026-08-28,12:05,14:30,02h 25m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:14,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1110,Nonstop,2026-09-26,10:30,12:55,02h 25m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1826,Nonstop,2026-09-26,19:55,22:20,02h 25m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1836,Nonstop,2026-09-26,12:30,14:50,02h 20m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,IndiGo,6E- 864,Nonstop,2026-09-26,15:30,17:45,02h 15m,6530.0,6219.05,310.95,INR,,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,IndiGo,6E-6022,Nonstop,2026-09-26,14:00,16:25,02h 25m,6530.0,6219.05,310.95,INR,1 Seat Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,IndiGo,6E-6318,Nonstop,2026-09-26,14:45,17:00,02h 15m,6530.0,6219.05,310.95,INR,1 Seat Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,IndiGo,6E- 327,Nonstop,2026-09-26,16:15,18:35,02h 20m,6530.0,6219.05,310.95,INR,1 Seat Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1128,Nonstop,2026-09-26,16:00,18:20,02h 20m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1833,Nonstop,2026-09-26,06:50,09:10,02h 20m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1112,Nonstop,2026-09-26,09:20,11:40,02h 20m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1128,Nonstop,2026-10-11,16:00,18:20,02h 20m,6530.0,6219.05,310.95,INR,5 Seats Left,2026-08-27 08:08:04,EaseMyTrip
New Delhi,Mumbai,IndiGo,6E-6706,Nonstop,2026-09-26,17:00,19:15,02h 15m,6530.0,6219.05,310.95,INR,1 Seat Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,IndiGo,6E-6114,Nonstop,2026-08-28,22:45,01:05,02h 20m,6530.0,6219.05,310.95,INR,,2026-08-27 08:07:14,EaseMyTrip
New Delhi,Mumbai,AkasaAir,QP-1119,Nonstop,2026-09-26,08:40,11:05,02h 25m,6530.0,6219.05,310.95,INR,9 Seats Left,2026-08-27 08:07:52,EaseMyTrip
New Delhi,Mumbai,IndiGo,6E- 322,Nonstop,2026-09-26,23:30,01:45,02h 15m,6530.0,6219.05,310.95,INR,,2026-08-27 08:07:52,EaseMyTrip
Bengaluru,Kolkata,Air India Express,IX-1370,Nonstop,2026-09-26,22:15,00:50,02h 35m,6545.0,6233.33,311.67,INR,9 Seats Left,2026-08-27 08:17:24,EaseMyTrip
Ahmedabad,New Delhi,Air India,AI-2946,Nonstop,2026-10-11,09:30,11:20,01h 50m,6546.0,6234.29,311.71,INR,9 Seats Left,2026-08-27 08:14:25,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6245,1 Stop,2026-09-03,06:20,13:45,07h 25m,6596.0,6281.9,314.1,INR,,2026-08-27 08:12:44,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6245,1 Stop,2026-09-11,06:20,13:45,07h 25m,6596.0,6281.9,314.1,INR,,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2453,1 Stop,2026-09-11,13:35,21:05,07h 30m,6596.0,6281.9,314.1,INR,,2026-08-27 08:12:56,EaseMyTrip
Hyderbad,Mumbai,IndiGo,6E-6291,1 Stop,2026-09-11,09:20,16:35,07h 15m,6610.0,6295.24,314.76,INR,,2026-08-27 08:16:05,EaseMyTrip
Hyderbad,Mumbai,IndiGo,6E-7248,1 Stop,2026-09-03,18:00,00:10,06h 10m,6610.0,6295.24,314.76,INR,,2026-08-27 08:15:52,EaseMyTrip
Ahmedabad,New Delhi,IndiGo,6E-7261,1 Stop,2026-09-11,15:40,23:25,07h 45m,6617.0,6301.9,315.1,INR,,2026-08-27 08:13:59,EaseMyTrip
Bengaluru,Kolkata,IndiGo,6E- 952,Nonstop,2026-09-03,22:20,01:00,02h 40m,6660.0,6342.86,317.14,INR,,2026-08-27 08:16:58,EaseMyTrip
Bengaluru,Kolkata,IndiGo,6E- 442,Nonstop,2026-09-03,08:10,10:35,02h 25m,6660.0,6342.86,317.14,INR,3 Seats Left,2026-08-27 08:16:58,EaseMyTrip
New Delhi,Kolkata,Air India Express,IX-1067,1 Stop,2026-09-11,06:10,18:15,12h 05m,6687.0,6368.57,318.43,INR,9 Seats Left,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,Air India Express,IX-2457,1 Stop,2026-08-28,11:30,18:25,06h 55m,6687.0,6368.57,318.43,INR,9 Seats Left,2026-08-27 08:12:31,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6753,1 Stop,2026-09-03,15:15,23:00,07h 45m,6703.0,6383.81,319.19,INR,,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6168,1 Stop,2026-09-03,17:40,23:00,05h 20m,6703.0,6383.81,319.19,INR,,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6653,1 Stop,2026-09-03,12:35,23:00,10h 25m,6703.0,6383.81,319.19,INR,,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Mumbai,Air India Express,IX-1386,1 Stop,2026-08-28,13:05,19:45,06h 40m,6720.0,6400.0,320.0,INR,3 Seats Left,2026-08-27 08:09:21,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2361,1 Stop,2026-09-11,14:35,22:15,07h 40m,6727.0,6406.67,320.33,INR,,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6459,1 Stop,2026-09-03,05:55,13:25,07h 30m,6727.0,6406.67,320.33,INR,,2026-08-27 08:12:44,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6312,1 Stop,2026-09-11,14:25,20:25,06h 00m,6727.0,6406.67,320.33,INR,,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2361,1 Stop,2026-09-03,14:35,22:15,07h 40m,6727.0,6406.67,320.33,INR,,2026-08-27 08:12:44,EaseMyTrip
Ahmedabad,New Delhi,Air India,AI-2546,Nonstop,2026-09-11,23:00,00:45,01h 45m,6731.0,6410.48,320.52,INR,4 Seats Left,2026-08-27 08:13:59,EaseMyTrip
Ahmedabad,New Delhi,Air India,AI-2546,Nonstop,2026-09-26,23:00,00:45,01h 45m,6731.0,6410.48,320.52,INR,3 Seats Left,2026-08-27 08:14:11,EaseMyTrip
Bengaluru,Mumbai,SpiceJet,SG- 369,Nonstop,2026-10-11,00:30,02:30,02h 00m,6748.0,6426.67,321.33,INR,9 Seats Left,2026-08-27 08:10:13,EaseMyTrip
Bengaluru,Mumbai,SpiceJet,SG- 115,Nonstop,2026-10-11,05:00,07:00,02h 00m,6748.0,6426.67,321.33,INR,,2026-08-27 08:10:13,EaseMyTrip
Bengaluru,Mumbai,AkasaAir,QP-1528,Nonstop,2026-09-03,10:20,12:10,01h 50m,6768.0,6445.71,322.29,INR,8 Seats Left,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6554,1 Stop,2026-08-28,19:15,23:00,03h 45m,6774.0,6451.43,322.57,INR,,2026-08-27 08:09:21,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6168,1 Stop,2026-08-28,17:40,23:00,05h 20m,6774.0,6451.43,322.57,INR,,2026-08-27 08:09:21,EaseMyTrip
Bengaluru,Navi Mumbai,AkasaAir,QP-2006,Nonstop,2026-10-11,15:00,16:50,01h 50m,6790.0,6466.67,323.33,INR,9 Seats Left,2026-08-27 08:10:13,EaseMyTrip
Bengaluru,Kolkata,Air India Express,IX-1131,Nonstop,2026-09-11,07:05,09:45,02h 40m,6795.0,6471.43,323.57,INR,4 Seats Left,2026-08-27 08:17:11,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-5038,1 Stop,2026-09-11,14:00,20:40,06h 40m,6806.0,6481.9,324.1,INR,5 Seats Left,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6073,1 Stop,2026-09-03,05:00,10:50,05h 50m,6806.0,6481.9,324.1,INR,,2026-08-27 08:12:44,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6190,1 Stop,2026-09-03,07:40,15:20,07h 40m,6806.0,6481.9,324.1,INR,,2026-08-27 08:12:44,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2296,1 Stop,2026-09-03,09:20,17:05,07h 45m,6806.0,6481.9,324.1,INR,,2026-08-27 08:12:44,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-5298,1 Stop,2026-09-11,09:00,15:15,06h 15m,6806.0,6481.9,324.1,INR,,2026-08-27 08:12:56,EaseMyTrip
Hyderbad,Mumbai,IndiGo,6E-6424,1 Stop,2026-09-11,14:10,20:15,06h 05m,6820.0,6495.24,324.76,INR,7 Seats Left,2026-08-27 08:16:05,EaseMyTrip
Hyderbad,Mumbai,IndiGo,6E- 598,1 Stop,2026-09-11,17:55,00:30,06h 35m,6820.0,6495.24,324.76,INR,9 Seats Left,2026-08-27 08:16:05,EaseMyTrip
Hyderbad,Mumbai,IndiGo,6E-6646,1 Stop,2026-09-11,07:20,14:15,06h 55m,6820.0,6495.24,324.76,INR,1 Seat Left,2026-08-27 08:16:05,EaseMyTrip
Hyderbad,Mumbai,IndiGo,6E-5174,Nonstop,2026-09-11,09:30,10:55,01h 25m,6832.0,6506.67,325.33,INR,,2026-08-27 08:16:05,EaseMyTrip
Hyderbad,Mumbai,IndiGo,6E-5213,Nonstop,2026-09-11,08:00,09:30,01h 30m,6832.0,6506.67,325.33,INR,,2026-08-27 08:16:05,EaseMyTrip
Hyderbad,Mumbai,Air India,AI-2626,Nonstop,2026-09-11,07:25,09:15,01h 50m,6881.0,6553.33,327.67,INR,9 Seats Left,2026-08-27 08:16:05,EaseMyTrip
Hyderbad,Mumbai,Air India,AI-2872,Nonstop,2026-09-11,05:50,07:45,01h 55m,6881.0,6553.33,327.67,INR,9 Seats Left,2026-08-27 08:16:05,EaseMyTrip
Hyderbad,Mumbai,Air India,AI-2872,Nonstop,2026-08-28,05:50,07:45,01h 55m,6881.0,6553.33,327.67,INR,9 Seats Left,2026-08-27 08:15:41,EaseMyTrip
New Delhi,Hyderbad,IndiGo,6E-5119,1 Stop,2026-10-11,05:10,10:15,05h 05m,6885.0,6557.14,327.86,INR,,2026-08-27 08:11:15,EaseMyTrip
New Delhi,Hyderbad,IndiGo,6E-5073,1 Stop,2026-10-11,17:05,22:30,05h 25m,6885.0,6557.14,327.86,INR,,2026-08-27 08:11:15,EaseMyTrip
New Delhi,Hyderbad,IndiGo,6E-6459,1 Stop,2026-10-11,05:55,10:50,04h 55m,6885.0,6557.14,327.86,INR,,2026-08-27 08:11:15,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6236,1 Stop,2026-09-26,16:20,21:05,04h 45m,6892.0,6563.81,328.19,INR,,2026-08-27 08:13:08,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6245,1 Stop,2026-10-11,06:20,13:45,07h 25m,6892.0,6563.81,328.19,INR,,2026-08-27 08:13:21,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2769,1 Stop,2026-10-11,08:10,13:45,05h 35m,6892.0,6563.81,328.19,INR,,2026-08-27 08:13:21,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2453,1 Stop,2026-09-26,13:35,21:05,07h 30m,6892.0,6563.81,328.19,INR,,2026-08-27 08:13:08,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6440,1 Stop,2026-09-26,16:40,22:05,05h 25m,6892.0,6563.81,328.19,INR,,2026-08-27 08:13:08,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2453,1 Stop,2026-10-11,13:35,17:40,04h 05m,6892.0,6563.81,328.19,INR,,2026-08-27 08:13:21,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6245,1 Stop,2026-09-26,06:20,13:45,07h 25m,6892.0,6563.81,328.19,INR,,2026-08-27 08:13:08,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2373,1 Stop,2026-10-11,11:10,17:40,06h 30m,6892.0,6563.81,328.19,INR,7 Seats Left,2026-08-27 08:13:21,EaseMyTrip
Bengaluru,Mumbai,Air India,AI-2858,Nonstop,2026-09-11,02:20,04:10,01h 50m,6895.0,6566.67,328.33,INR,9 Seats Left,2026-08-27 08:09:47,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-5307,1 Stop,2026-09-03,10:50,15:25,04h 35m,6911.0,6581.9,329.1,INR,,2026-08-27 08:12:44,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6124,1 Stop,2026-09-11,07:30,15:25,07h 55m,6911.0,6581.9,329.1,INR,1 Seat Left,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-5215,1 Stop,2026-09-11,07:45,14:30,06h 45m,6911.0,6581.9,329.1,INR,7 Seats Left,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6124,1 Stop,2026-09-03,07:30,15:25,07h 55m,6911.0,6581.9,329.1,INR,,2026-08-27 08:12:44,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-5307,1 Stop,2026-09-11,10:50,15:25,04h 35m,6911.0,6581.9,329.1,INR,2 Seats Left,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-5041,1 Stop,2026-09-11,15:10,20:30,05h 20m,6911.0,6581.9,329.1,INR,,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6378,1 Stop,2026-09-11,14:40,19:20,04h 40m,6911.0,6581.9,329.1,INR,,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6378,1 Stop,2026-09-03,14:40,19:20,04h 40m,6911.0,6581.9,329.1,INR,,2026-08-27 08:12:44,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-5041,1 Stop,2026-09-03,15:10,20:30,05h 20m,6911.0,6581.9,329.1,INR,4 Seats Left,2026-08-27 08:12:44,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6753,1 Stop,2026-08-28,15:15,23:00,07h 45m,6933.0,6602.86,330.14,INR,,2026-08-27 08:09:21,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6653,1 Stop,2026-08-28,12:35,23:00,10h 25m,6933.0,6602.86,330.14,INR,,2026-08-27 08:09:21,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6753,1 Stop,2026-09-26,15:15,23:00,07h 45m,6933.0,6602.86,330.14,INR,,2026-08-27 08:10:00,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6168,1 Stop,2026-09-26,17:40,23:00,05h 20m,6933.0,6602.86,330.14,INR,,2026-08-27 08:10:00,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-6554,1 Stop,2026-09-26,19:15,23:00,03h 45m,6933.0,6602.86,330.14,INR,,2026-08-27 08:10:00,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6829,1 Stop,2026-09-11,17:20,22:40,05h 20m,6937.0,6606.67,330.33,INR,2 Seats Left,2026-08-27 08:12:56,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6829,1 Stop,2026-09-03,17:20,22:40,05h 20m,6937.0,6606.67,330.33,INR,,2026-08-27 08:12:44,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-7162,1 Stop,2026-10-11,15:20,21:20,06h 00m,6941.0,6610.48,330.52,INR,,2026-08-27 08:10:13,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6653,1 Stop,2026-09-26,12:35,17:50,05h 15m,6941.0,6610.48,330.52,INR,,2026-08-27 08:10:00,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6753,1 Stop,2026-09-26,15:15,19:55,04h 40m,6941.0,6610.48,330.52,INR,,2026-08-27 08:10:00,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6653,1 Stop,2026-08-28,12:35,17:50,05h 15m,6941.0,6610.48,330.52,INR,,2026-08-27 08:09:21,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6753,1 Stop,2026-08-28,15:15,20:05,04h 50m,6941.0,6610.48,330.52,INR,,2026-08-27 08:09:21,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6554,1 Stop,2026-08-28,19:15,01:25,06h 10m,6941.0,6610.48,330.52,INR,,2026-08-27 08:09:21,EaseMyTrip
New Delhi,Pune,SpiceJet,SG- 939,Nonstop,2026-09-03,16:55,19:25,02h 30m,6949.0,6618.1,330.9,INR,,2026-08-27 08:11:40,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6863,1 Stop,2026-09-03,08:20,13:45,05h 25m,6962.0,6630.48,331.52,INR,,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6891,1 Stop,2026-09-03,17:15,22:20,05h 05m,6962.0,6630.48,331.52,INR,8 Seats Left,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Kolkata,IndiGo,6E-6269,1 Stop,2026-09-03,07:15,14:10,06h 55m,6963.0,6631.43,331.57,INR,,2026-08-27 08:16:58,EaseMyTrip
New Delhi,Hyderbad,IndiGo,6E-6446,1 Stop,2026-10-11,07:50,13:50,06h 00m,6964.0,6632.38,331.62,INR,,2026-08-27 08:11:15,EaseMyTrip
New Delhi,Hyderbad,IndiGo,6E-6673,1 Stop,2026-10-11,21:15,03:10,05h 55m,6964.0,6632.38,331.62,INR,7 Seats Left,2026-08-27 08:11:15,EaseMyTrip
New Delhi,Hyderbad,IndiGo,6E-2319,1 Stop,2026-10-11,09:55,14:25,04h 30m,6964.0,6632.38,331.62,INR,,2026-08-27 08:11:15,EaseMyTrip
New Delhi,Hyderbad,IndiGo,6E-5033,1 Stop,2026-10-11,15:50,21:10,05h 20m,6964.0,6632.38,331.62,INR,,2026-08-27 08:11:15,EaseMyTrip
New Delhi,Hyderbad,IndiGo,6E-2267,1 Stop,2026-10-11,16:40,22:45,06h 05m,6964.0,6632.38,331.62,INR,,2026-08-27 08:11:15,EaseMyTrip
Bengaluru,Kolkata,IndiGo,6E- 975,Nonstop,2026-09-03,20:20,23:00,02h 40m,6975.0,6642.86,332.14,INR,6 Seats Left,2026-08-27 08:16:58,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6459,1 Stop,2026-09-26,05:55,13:25,07h 30m,7023.0,6688.57,334.43,INR,,2026-08-27 08:13:08,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-6246,1 Stop,2026-10-11,05:25,10:20,04h 55m,7023.0,6688.57,334.43,INR,,2026-08-27 08:13:21,EaseMyTrip
New Delhi,Kolkata,IndiGo,6E-2361,1 Stop,2026-09-26,14:35,22:15,07h 40m,7023.0,6688.57,334.43,INR,,2026-08-27 08:13:08,EaseMyTrip
Bengaluru,Mumbai,AkasaAir,QP-1381,Nonstop,2026-09-11,04:50,06:45,01h 55m,7027.0,6692.38,334.62,INR,8 Seats Left,2026-08-27 08:09:47,EaseMyTrip
Bengaluru,Mumbai,AkasaAir,QP-1517,Nonstop,2026-10-11,05:00,06:50,01h 50m,7027.0,6692.38,334.62,INR,1 Seat Left,2026-08-27 08:10:13,EaseMyTrip
Bengaluru,Mumbai,AkasaAir,QP-1515,Nonstop,2026-10-11,06:00,07:35,01h 35m,7027.0,6692.38,334.62,INR,4 Seats Left,2026-08-27 08:10:13,EaseMyTrip
New Delhi,Pune,Air India Express,IX-1230,Nonstop,2026-09-03,04:40,06:55,02h 15m,7034.0,6699.05,334.95,INR,9 Seats Left,2026-08-27 08:11:40,EaseMyTrip
New Delhi,Pune,Air India Express,IX-1257,Nonstop,2026-08-28,22:25,00:40,02h 15m,7034.0,6699.05,334.95,INR,9 Seats Left,2026-08-27 08:11:28,EaseMyTrip
New Delhi,Pune,Air India Express,IX-1230,Nonstop,2026-08-28,04:25,06:40,02h 15m,7034.0,6699.05,334.95,INR,9 Seats Left,2026-08-27 08:11:28,EaseMyTrip
New Delhi,Pune,IndiGo,6E-2343,Nonstop,2026-09-03,02:20,04:25,02h 05m,7035.0,6700.0,335.0,INR,1 Seat Left,2026-08-27 08:11:40,EaseMyTrip
New Delhi,Pune,IndiGo,6E-5322,Nonstop,2026-10-11,04:40,06:45,02h 05m,7035.0,6700.0,335.0,INR,,2026-08-27 08:12:18,EaseMyTrip
New Delhi,Pune,IndiGo,6E-2623,Nonstop,2026-08-28,18:15,20:20,02h 05m,7035.0,6700.0,335.0,INR,,2026-08-27 08:11:28,EaseMyTrip
New Delhi,Pune,IndiGo,6E-2487,Nonstop,2026-09-03,11:50,14:05,02h 15m,7035.0,6700.0,335.0,INR,6 Seats Left,2026-08-27 08:11:40,EaseMyTrip
New Delhi,Pune,IndiGo,6E-2618,Nonstop,2026-08-28,23:00,01:05,02h 05m,7035.0,6700.0,335.0,INR,,2026-08-27 08:11:28,EaseMyTrip
New Delhi,Pune,IndiGo,6E-5322,Nonstop,2026-08-28,04:40,06:45,02h 05m,7035.0,6700.0,335.0,INR,,2026-08-27 08:11:28,EaseMyTrip
New Delhi,Pune,AkasaAir,QP-1871,Nonstop,2026-08-28,10:50,13:05,02h 15m,7036.0,6700.95,335.05,INR,9 Seats Left,2026-08-27 08:11:28,EaseMyTrip
New Delhi,Pune,AkasaAir,QP-1871,Nonstop,2026-09-03,10:50,13:05,02h 15m,7036.0,6700.95,335.05,INR,9 Seats Left,2026-08-27 08:11:40,EaseMyTrip
New Delhi,Pune,AkasaAir,QP-1809,Nonstop,2026-08-28,18:10,20:25,02h 15m,7036.0,6700.95,335.05,INR,9 Seats Left,2026-08-27 08:11:28,EaseMyTrip
New Delhi,Pune,AkasaAir,QP-1608,Nonstop,2026-08-28,15:00,17:15,02h 15m,7036.0,6700.95,335.05,INR,9 Seats Left,2026-08-27 08:11:28,EaseMyTrip
New Delhi,Pune,SpiceJet,SG- 939,Nonstop,2026-10-11,16:55,19:25,02h 30m,7036.0,6700.95,335.05,INR,1 Seat Left,2026-08-27 08:12:18,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6562,1 Stop,2026-09-11,21:50,04:45,06h 55m,7041.0,6705.71,335.29,INR,,2026-08-27 08:09:47,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6445,1 Stop,2026-09-11,10:25,17:05,06h 40m,7041.0,6705.71,335.29,INR,6 Seats Left,2026-08-27 08:09:47,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E- 239,1 Stop,2026-09-11,16:50,23:00,06h 10m,7041.0,6705.71,335.29,INR,7 Seats Left,2026-08-27 08:09:47,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6208,1 Stop,2026-09-03,12:45,18:40,05h 55m,7041.0,6705.71,335.29,INR,7 Seats Left,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E- 763,1 Stop,2026-09-11,07:05,12:50,05h 45m,7041.0,6705.71,335.29,INR,2 Seats Left,2026-08-27 08:09:47,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E- 586,1 Stop,2026-09-11,05:10,10:30,05h 20m,7041.0,6705.71,335.29,INR,,2026-08-27 08:09:47,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E- 239,1 Stop,2026-09-03,16:50,23:00,06h 10m,7041.0,6705.71,335.29,INR,2 Seats Left,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6595,1 Stop,2026-09-03,13:55,18:25,04h 30m,7041.0,6705.71,335.29,INR,9 Seats Left,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E- 763,1 Stop,2026-09-03,07:05,12:50,05h 45m,7041.0,6705.71,335.29,INR,,2026-08-27 08:09:34,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6595,1 Stop,2026-09-11,13:55,18:25,04h 30m,7041.0,6705.71,335.29,INR,,2026-08-27 08:09:47,EaseMyTrip
Bengaluru,Navi Mumbai,IndiGo,6E-7445,1 Stop,2026-10-11,15:20,21:50,06h 30m,7064.0,6727.62,336.38,INR,,2026-08-27 08:10:13,EaseMyTrip
New Delhi,Hyderbad,Air India Express,IX-1067,1 Stop,2026-09-11,06:10,20:45,14h 35m,7066.0,6729.52,336.48,INR,9 Seats Left,2026-08-27 08:10:50,EaseMyTrip
New Delhi,Hyderbad,Air India Express,IX-1273,1 Stop,2026-09-11,12:20,20:45,08h 25m,7066.0,6729.52,336.48,INR,9 Seats Left,2026-08-27 08:10:50,EaseMyTrip
New Delhi,Hyderbad,Air India Express,IX-1067,1 Stop,2026-09-03,06:10,20:45,14h 35m,7066.0,6729.52,336.48,INR,9 Seats Left,2026-08-27 08:10:38,EaseMyTrip
New Delhi,Hyderbad,Air India Express,IX-1273,1 Stop,2026-09-03,12:20,20:45,08h 25m,7066.0,6729.52,336.48,INR,9 Seats Left,2026-08-27 08:10:38,EaseMyTrip
New Delhi,Pune,Air India Express,IX-1067,1 Stop,2026-09-03,06:10,12:25,06h 15m,7071.0,6734.29,336.71,INR,9 Seats Left,2026-08-27 08:11:40,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E- 855,1 Stop,2026-10-11,19:45,23:30,03h 45m,7072.0,6735.24,336.76,INR,,2026-08-27 08:10:13,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6162,1 Stop,2026-08-28,18:50,22:50,04h 00m,7072.0,6735.24,336.76,INR,3 Seats Left,2026-08-27 08:09:21,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6404,1 Stop,2026-09-26,11:35,15:55,04h 20m,7072.0,6735.24,336.76,INR,,2026-08-27 08:10:00,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6178,1 Stop,2026-09-26,06:25,10:55,04h 30m,7072.0,6735.24,336.76,INR,,2026-08-27 08:10:00,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E-6404,1 Stop,2026-10-11,11:35,15:55,04h 20m,7072.0,6735.24,336.76,INR,,2026-08-27 08:10:13,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E- 312,1 Stop,2026-10-11,09:15,14:25,05h 10m,7072.0,6735.24,336.76,INR,,2026-08-27 08:10:13,EaseMyTrip
Bengaluru,Mumbai,IndiGo,6E- 484,1 Stop,2026-10-11,08:15,14:25,06h 10m,7072.0,6735.24,336.76,INR,,2026-08-27 08:10:13,EaseMyTrip
